iter	MultiRMSE
0	15.3260908
1	14.94031497
2	14.56723166
3	14.19903524
4	13.85220363
5	13.50540755
6	13.17583163
7	12.86290968
8	12.54739813
9	12.24996647
10	11.95859893
11	11.67499501
12	11.4007596
13	11.13191993
14	10.88580259
15	10.63106288
16	10.38841729
17	10.1418711
18	9.919904689
19	9.69042616
20	9.470694539
21	9.260208684
22	9.061017643
23	8.851134949
24	8.668453587
25	8.484589267
26	8.31137785
27	8.135756682
28	7.982794896
29	7.823848849
30	7.666470493
31	7.506756662
32	7.345660713
33	7.197507627
34	7.05106522
35	6.922793504
36	6.791936889
37	6.665817502
38	6.541236564
39	6.432597554
40	6.327501702
41	6.206276666
42	6.096838269
43	5.981365401
44	5.873236477
45	5.778655138
46	5.681516026
47	5.592702118
48	5.496805869
49	5.393848765
50	5.296950935
51	5.218839458
52	5.142022661
53	5.053179903
54	4.977365822
55	4.901318681
56	4.834592637
57	4.765097937
58	4.698509806
59	4.622218811
60	4.549920381
61	4.485122406
62	4.411395718
63	4.344519929
64	4.289891715
65	4.230314285
66	4.176574098
67	4.128346045
68	4.069090939
69	4.015095889
70	3.961537908
71	3.914240897
72	3.859017146
73	3.812706505
74	3.765717571
75	3.71627534
76	3.663987935
77	3.624740321
78	3.573145669
79	3.538217895
80	3.502970853
81	3.466662078
82	3.420443858
83	3.382674356
84	3.330711407
85	3.292321318
86	3.258900487
87	3.21722361
88	3.177642689
89	3.142958088
90	3.10823566
91	3.077735191
92	3.045588718
93	3.013775473
94	2.979770555
95	2.946012033
96	2.912592796
97	2.88191624
98	2.856783702
99	2.824645893
100	2.786842072
101	2.765007019
102	2.746991705
103	2.720074942
104	2.691506756
105	2.660816083
106	2.638753048
107	2.615627796
108	2.591524985
109	2.567507092
110	2.547834063
111	2.53095129
112	2.513707253
113	2.494608865
114	2.469559358
115	2.444030904
116	2.425328672
117	2.403714344
118	2.388370553
119	2.370760973
120	2.353205112
121	2.337195646
122	2.311709822
123	2.29551565
124	2.28062208
125	2.269526878
126	2.247203734
127	2.233018565
128	2.210252204
129	2.188476599
130	2.175878884
131	2.162010061
132	2.143885091
133	2.121960845
134	2.113024009
135	2.097411576
136	2.077395027
137	2.062327266
138	2.044661855
139	2.029660286
140	2.01286088
141	1.997994555
142	1.986141481
143	1.975571779
144	1.963694006
145	1.954865015
146	1.939066037
147	1.925797189
148	1.915024703
149	1.90087413
150	1.882756358
151	1.866515103
152	1.851401142
153	1.839062528
154	1.828342221
155	1.819320684
156	1.807438269
157	1.795169847
158	1.789002019
159	1.778339
160	1.768894038
161	1.755063993
162	1.742632021
163	1.734778498
164	1.727111948
165	1.717907307
166	1.713455936
167	1.701002247
168	1.688520123
169	1.675342101
170	1.670214605
171	1.662624918
172	1.648813075
173	1.63993822
174	1.630124429
175	1.614723462
176	1.603910121
177	1.593066874
178	1.583550804
179	1.57549318
180	1.56408392
181	1.554328941
182	1.544334254
183	1.537344723
184	1.525001474
185	1.513515457
186	1.507118332
187	1.493927063
188	1.49007023
189	1.480921006
190	1.473289035
191	1.464805143
192	1.452227785
193	1.443839894
194	1.438111531
195	1.434561229
196	1.426693214
197	1.420363783
198	1.414005048
199	1.403325266
200	1.396897132
201	1.386984695
202	1.381040132
203	1.373415294
204	1.364409388
205	1.352720126
206	1.347312857
207	1.337929564
208	1.333152684
209	1.322432161
210	1.315390612
211	1.311511348
212	1.303764338
213	1.294623673
214	1.289868112
215	1.283996952
216	1.280012601
217	1.272697373
218	1.270304845
219	1.265471078
220	1.260929493
221	1.252349585
222	1.248288406
223	1.240838921
224	1.237133361
225	1.23293608
226	1.230791335
227	1.226078585
228	1.222603949
229	1.216544249
230	1.209455587
231	1.20432802
232	1.200961134
233	1.19810252
234	1.190681455
235	1.182234546
236	1.177553125
237	1.174306562
238	1.166725017
239	1.157261432
240	1.150984555
241	1.14498726
242	1.140166072
243	1.13322166
244	1.127787825
245	1.121223126
246	1.115973771
247	1.107334412
248	1.10075709
249	1.094570303
250	1.09137349
251	1.087431703
252	1.082826668
253	1.077217574
254	1.071581454
255	1.065468312
256	1.059786605
257	1.055363658
258	1.048343374
259	1.041509949
260	1.035386172
261	1.027747403
262	1.024002496
263	1.019120811
264	1.01231855
265	1.009514493
266	1.006510377
267	1.003279683
268	1.000570022
269	0.9980380291
270	0.9919802604
271	0.9894851014
272	0.9841418816
273	0.9821020802
274	0.9774424846
275	0.9746170917
276	0.9713386307
277	0.9640461187
278	0.95940576
279	0.9553728707
280	0.9499699905
281	0.9458200314
282	0.9436503193
283	0.9409008371
284	0.9350375468
285	0.9307675872
286	0.9267660497
287	0.9221349566
288	0.9189724323
289	0.9164293196
290	0.9137158402
291	0.9081412599
292	0.9031129693
293	0.9001759118
294	0.8949801468
295	0.891466947
296	0.8889356124
297	0.8847757632
298	0.8812156243
299	0.8789412772
300	0.876139063
301	0.8732872351
302	0.8701648246
303	0.8655580027
304	0.8625278987
305	0.8591415355
306	0.8553359441
307	0.8510364288
308	0.8454762925
309	0.8399361081
310	0.8361444022
311	0.8337876591
312	0.8308016803
313	0.8275780242
314	0.8252557522
315	0.8203561034
316	0.8188096209
317	0.8151304819
318	0.8114556836
319	0.8089494953
320	0.8062314207
321	0.803216735
322	0.8016281036
323	0.7974526119
324	0.7923286798
325	0.7884767291
326	0.7856551467
327	0.783219131
328	0.7787613909
329	0.7771528195
330	0.7743594409
331	0.7701460057
332	0.7675432096
333	0.7648537926
334	0.7631440559
335	0.7587991203
336	0.7554696779
337	0.7514578865
338	0.7486502481
339	0.7461150597
340	0.7429634521
341	0.7403714156
342	0.737273034
343	0.7345825035
344	0.7329197501
345	0.7302176797
346	0.7279114964
347	0.7245075071
348	0.7208873278
349	0.7177569818
350	0.7153143037
351	0.7135057746
352	0.7112160981
353	0.7086210237
354	0.7069154966
355	0.7036181012
356	0.6997606256
357	0.6965583479
