iter	MultiRMSE
0	15.32516809
1	14.94020888
2	14.55673306
3	14.18381079
4	13.82130609
5	13.48122879
6	13.15360915
7	12.83578066
8	12.52896047
9	12.22272882
10	11.9395347
11	11.66312207
12	11.38560728
13	11.11390602
14	10.86214067
15	10.61736561
16	10.36937672
17	10.13397151
18	9.907697996
19	9.681417843
20	9.460782479
21	9.249278848
22	9.041902226
23	8.844506781
24	8.650046479
25	8.472659972
26	8.299455191
27	8.128721139
28	7.972319687
29	7.807936798
30	7.643667229
31	7.501337788
32	7.354584174
33	7.220821765
34	7.083373306
35	6.931791046
36	6.797598541
37	6.665951436
38	6.5415598
39	6.430692693
40	6.308142494
41	6.188699332
42	6.083856701
43	5.983024327
44	5.882619567
45	5.777744324
46	5.691072525
47	5.592430141
48	5.494794764
49	5.401371669
50	5.315852523
51	5.231667843
52	5.138100398
53	5.064322342
54	4.984801393
55	4.904551715
56	4.832529578
57	4.766637485
58	4.694451332
59	4.627136829
60	4.562861847
61	4.499823069
62	4.432250052
63	4.367041444
64	4.299068666
65	4.241739262
66	4.188230054
67	4.126080813
68	4.067922926
69	4.019236752
70	3.96512349
71	3.910726077
72	3.872797875
73	3.827481802
74	3.774857457
75	3.736459414
76	3.691945653
77	3.636087354
78	3.595081875
79	3.550337726
80	3.516162861
81	3.480374592
82	3.446787634
83	3.412421723
84	3.372977533
85	3.335955495
86	3.300729803
87	3.270384078
88	3.227166413
89	3.197051048
90	3.173086583
91	3.145142732
92	3.117471375
93	3.094153232
94	3.062936596
95	3.025799175
96	3.003309676
97	2.969611504
98	2.944228606
99	2.924349877
100	2.904524972
101	2.883248196
102	2.856494087
103	2.833564888
104	2.804202448
105	2.787764241
106	2.755168745
107	2.727918576
108	2.709193631
109	2.685531786
110	2.666376182
111	2.640144526
112	2.616990071
113	2.599582644
114	2.57312385
115	2.553143324
116	2.535258838
117	2.516135664
118	2.494368493
119	2.478430787
120	2.460564225
121	2.445377697
122	2.423300242
123	2.395641902
