iter	RMSE
766	68.47876578
767	68.43792601
768	68.4124958
769	68.38013339
770	68.2547597
771	68.1841178
772	68.17812266
773	68.11387773
774	68.05579454
775	68.02027566
776	68.01267803
777	67.9374013
778	67.87412596
779	67.77178445
780	67.71606626
781	67.65119163
782	67.60085249
783	67.56617725
784	67.50098022
785	67.43401109
786	67.42624146
787	67.38281875
788	67.35286771
789	67.34352504
790	67.33503773
791	67.31241356
792	67.27894781
793	67.2708416
794	67.21646938
795	67.21470381
796	67.18563834
797	67.13693824
798	67.11103767
799	66.97563471
800	66.94926271
801	66.9021137
802	66.89828248
803	66.83981959
804	66.83357767
805	66.80028911
806	66.76936484
807	66.73344109
808	66.70576149
809	66.63595363
810	66.62335881
811	66.58091174
812	66.54927436
813	66.43086892
814	66.36827986
815	66.36078797
816	66.33529467
817	66.22221523
818	66.20042911
819	66.13257384
820	66.09322513
821	66.06227364
822	66.03845806
823	66.00885773
824	65.98063181
825	65.93992119
826	65.86816833
827	65.85413847
828	65.77046945
829	65.74333607
830	65.71976446
831	65.70031217
832	65.67986581
833	65.62603814
834	65.60952277
835	65.60700437
836	65.5649997
837	65.48468654
838	65.4411252
839	65.36155281
840	65.33105204
841	65.23618264
842	65.14253541
843	65.08473739
844	64.94057738
845	64.91189108
846	64.79740352
847	64.72522378
848	64.62472597
849	64.60019015
850	64.51349614
851	64.44389787
852	64.40489639
853	64.25208178
854	64.15448383
855	64.13158853
856	64.02375006
857	63.92559165
858	63.89867049
859	63.82158288
860	63.78934254
861	63.76947968
862	63.71643414
863	63.676744
864	63.57056492
865	63.52683428
866	63.50980756
867	63.50568209
868	63.49708966
869	63.41583384
870	63.37086899
871	63.30589188
872	63.19138156
873	63.1850879
874	63.14202071
875	63.10333687
876	63.00298266
877	62.96666722
878	62.96197149
879	62.94286286
880	62.94038471
881	62.90556388
882	62.87116565
883	62.83722971
884	62.80370901
885	62.76188651
886	62.73277719
887	62.69973721
888	62.59767299
889	62.52690077
890	62.44620215
891	62.40610256
892	62.36879785
893	62.27057775
894	62.22353346
895	62.18991316
896	62.18492306
897	62.17392123
898	62.13438686
899	62.07820414
900	62.06848521
901	62.05338319
902	61.96993762
903	61.86853517
904	61.73031629
905	61.67990408
906	61.65939985
907	61.6567757
908	61.63420697
909	61.58689336
910	61.54228537
911	61.48120001
912	61.36457262
913	61.3227361
914	61.28161774
915	61.22568412
916	61.14972734
917	61.04891977
918	61.01146564
919	60.9222332
920	60.8417102
921	60.79508916
922	60.68389787
923	60.59524724
924	60.49903086
925	60.46853622
926	60.40855438
927	60.35801109
928	60.30740225
929	60.26279152
930	60.18792779
931	60.13665842
932	60.03132283
933	59.96177601
934	59.91817059
935	59.90414259
936	59.86558703
937	59.84431226
938	59.80821477
939	59.74311054
940	59.65371453
941	59.59967219
942	59.52002109
943	59.49375823
944	59.46417196
945	59.41431
946	59.33793591
947	59.28140286
948	59.20227118
949	59.17865104
950	59.1014221
951	59.04878857
952	58.99277506
953	58.98933371
954	58.95576623
955	58.82094521
956	58.75518796
957	58.69563239
958	58.61533894
959	58.58385828
960	58.55035342
961	58.52037876
962	58.47800122
963	58.42167255
964	58.4196298
965	58.41233139
966	58.34599511
967	58.28430159
968	58.27639972
969	58.25707772
970	58.1973137
971	58.1296365
972	58.11881894
973	58.07828589
974	58.07176219
975	58.06841465
976	58.03870691
977	57.99657175
978	57.96211972
979	57.94803358
980	57.89713601
981	57.8841172
982	57.85401612
983	57.79408565
984	57.7845691
985	57.76793457
986	57.75208982
987	57.66881388
988	57.66505
989	57.64399218
990	57.63315268
991	57.57975336
992	57.56214869
993	57.53702164
994	57.50907492
995	57.49106018
996	57.45098578
997	57.35893717
998	57.27762853
999	57.26341282
